HGNC_symbol	HGNC_ensembl_gene_id	MGI_symbol	MGI_ensembl_gene_id
1	PRAMEF17	ENSG00000204479		ENSMUSG00000094741
2	PRAMEF17	ENSG00000204479		ENSMUSG00000074720
3	PRAMEF17	ENSG00000204479		ENSMUSG00000094337
4	PRAMEF17	ENSG00000204479		ENSMUSG00000095570
5	PRAMEF17	ENSG00000204479		ENSMUSG00000096728
6	PRAMEF17	ENSG00000204479		ENSMUSG00000094836
7	PRAMEF17	ENSG00000204479		ENSMUSG00000094383
8	PRAMEF13	ENSG00000279169		ENSMUSG00000094741
9	PRAMEF13	ENSG00000279169		ENSMUSG00000074720
10	PRAMEF13	ENSG00000279169		ENSMUSG00000094337
11	PRAMEF13	ENSG00000279169		ENSMUSG00000095570
12	PRAMEF13	ENSG00000279169		ENSMUSG00000096728
13	PRAMEF13	ENSG00000279169		ENSMUSG00000094836
14	PRAMEF15	ENSG00000204501		ENSMUSG00000094741
15	PRAMEF15	ENSG00000204501		ENSMUSG00000074720
16	PRAMEF15	ENSG00000204501		ENSMUSG00000094337
17	PRAMEF15	ENSG00000204501		ENSMUSG00000095570
18	PRAMEF15	ENSG00000204501		ENSMUSG00000096728
19	PRAMEF15	ENSG00000204501		ENSMUSG00000094836
20	PRAMEF10	ENSG00000187545		ENSMUSG00000094741
21	PRAMEF10	ENSG00000187545		ENSMUSG00000074720
22	PRAMEF10	ENSG00000187545		ENSMUSG00000094337
23	PRAMEF10	ENSG00000187545		ENSMUSG00000095570
24	PRAMEF10	ENSG00000187545		ENSMUSG00000096728
25	PRAMEF10	ENSG00000187545		ENSMUSG00000094836
26	PRAMEF4	ENSG00000243073		ENSMUSG00000094741
27	PRAMEF4	ENSG00000243073		ENSMUSG00000074720
28	PRAMEF4	ENSG00000243073		ENSMUSG00000094337
29	PRAMEF4	ENSG00000243073		ENSMUSG00000095570
30	PRAMEF4	ENSG00000243073		ENSMUSG00000096728
31	PRAMEF4	ENSG00000243073		ENSMUSG00000094836
32	PRAMEF4	ENSG00000243073		ENSMUSG00000094383
33	PRAMEF25	ENSG00000229571		ENSMUSG00000094741
34	PRAMEF25	ENSG00000229571		ENSMUSG00000074720
35	PRAMEF25	ENSG00000229571		ENSMUSG00000094337
36	PRAMEF25	ENSG00000229571		ENSMUSG00000095570
37	PRAMEF25	ENSG00000229571		ENSMUSG00000096728
38	PRAMEF25	ENSG00000229571		ENSMUSG00000094836
39	PRAMEF25	ENSG00000229571		ENSMUSG00000094383
40	SP100	ENSG00000067066		ENSMUSG00000094915
41	SP110	ENSG00000135899		ENSMUSG00000079808
42	SP110	ENSG00000135899		ENSMUSG00000095092
43	SP110	ENSG00000135899		ENSMUSG00000094874
44	SP110	ENSG00000135899		ENSMUSG00000094799
45	PRAMEF12	ENSG00000116726		ENSMUSG00000094741
46	PRAMEF12	ENSG00000116726		ENSMUSG00000074720
47	PRAMEF12	ENSG00000116726		ENSMUSG00000094337
48	PRAMEF12	ENSG00000116726		ENSMUSG00000095570
49	PRAMEF12	ENSG00000116726		ENSMUSG00000096728
50	PRAMEF12	ENSG00000116726		ENSMUSG00000094836
51	PRAMEF12	ENSG00000116726		ENSMUSG00000094383
52	PRAMEF33	ENSG00000237700		ENSMUSG00000094741
53	PRAMEF33	ENSG00000237700		ENSMUSG00000074720
54	PRAMEF33	ENSG00000237700		ENSMUSG00000094337
55	PRAMEF33	ENSG00000237700		ENSMUSG00000095570
56	PRAMEF33	ENSG00000237700		ENSMUSG00000096728
57	PRAMEF33	ENSG00000237700		ENSMUSG00000094836
58	PRAMEF33	ENSG00000237700		ENSMUSG00000094383
59	PRAMEF11	ENSG00000239810		ENSMUSG00000094741
60	PRAMEF11	ENSG00000239810		ENSMUSG00000074720
