HGNC_symbol	HGNC_ensembl_gene_id	MGI_symbol	MGI_ensembl_gene_id
1	OR52N2	ENSG00000180988	Olfr666	ENSMUSG00000063582
2	AR	ENSG00000169083	Ar	ENSMUSG00000046532
3	MKNK1	ENSG00000079277	Mknk1	ENSMUSG00000028708
4	IGHV4-28	ENSG00000211952	Ighv3-4	ENSMUSG00000103939
5	IGHV4-28	ENSG00000211952	Ighv3-5	ENSMUSG00000076670
6	IGHV4-28	ENSG00000211952	Ighv3-6	ENSMUSG00000076672
7	CFAP97	ENSG00000164323	Cfap97	ENSMUSG00000031631
8	GNAQ	ENSG00000156052	Gnaq	ENSMUSG00000024639
9	SLC25A5	ENSG00000005022	Slc25a5	ENSMUSG00000016319
10	EIF5A2	ENSG00000163577	Eif5a2	ENSMUSG00000050192
11	DBH	ENSG00000123454	Dbh	ENSMUSG00000000889
12	SERPINB3	ENSG00000057149	Serpinb3a	ENSMUSG00000044594
13	IGHV4-39	ENSG00000211959	Ighv3-4	ENSMUSG00000103939
14	IGHV4-39	ENSG00000211959	Ighv3-5	ENSMUSG00000076670
15	IGHV4-39	ENSG00000211959	Ighv3-6	ENSMUSG00000076672
16	IGHV4-59	ENSG00000224373	Ighv3-4	ENSMUSG00000103939
17	IGHV4-59	ENSG00000224373	Ighv3-5	ENSMUSG00000076670
18	IGHV4-59	ENSG00000224373	Ighv3-6	ENSMUSG00000076672
19	SLC22A12	ENSG00000197891	Slc22a12	ENSMUSG00000061742
20	PCMT1	ENSG00000120265	Pcmt1	ENSMUSG00000019795
21	ZDHHC12	ENSG00000160446	Zdhhc12	ENSMUSG00000015335
22	SVIP	ENSG00000198168	Svip	ENSMUSG00000074093
23	HCN4	ENSG00000138622	Hcn4	ENSMUSG00000032338
24	HSF2BP	ENSG00000160207	Hsf2bp	ENSMUSG00000002076
25	SLCO2B1	ENSG00000137491	Slco2b1	ENSMUSG00000030737
26	IGHV4-4	ENSG00000276775	Ighv3-4	ENSMUSG00000103939
27	IGHV4-4	ENSG00000276775	Ighv3-5	ENSMUSG00000076670
28	IGHV4-4	ENSG00000276775	Ighv3-6	ENSMUSG00000076672
29	IRS4	ENSG00000133124	Irs4	ENSMUSG00000054667
30	NID2	ENSG00000087303	Nid2	ENSMUSG00000021806
31	UTP3	ENSG00000132467	Utp3	ENSMUSG00000070697
32	IGHV4-31	ENSG00000231475	Ighv3-4	ENSMUSG00000103939
33	IGHV4-31	ENSG00000231475	Ighv3-5	ENSMUSG00000076670
34	IGHV4-31	ENSG00000231475	Ighv3-6	ENSMUSG00000076672
35	RIPK3	ENSG00000129465	Ripk3	ENSMUSG00000022221
36	IGHV6-1	ENSG00000211933	Ighv3-4	ENSMUSG00000103939
37	IGHV6-1	ENSG00000211933	Ighv3-5	ENSMUSG00000076670
38	IGHV6-1	ENSG00000211933	Ighv3-6	ENSMUSG00000076672
39		ENSG00000278263	Ighv3-4	ENSMUSG00000103939
40		ENSG00000278263	Ighv3-5	ENSMUSG00000076670
41		ENSG00000278263	Ighv3-6	ENSMUSG00000076672
42	NRXN2	ENSG00000110076	Nrxn2	ENSMUSG00000033768
43	RNF144A	ENSG00000151692	Rnf144a	ENSMUSG00000020642
44	MCM6	ENSG00000076003	Mcm6	ENSMUSG00000026355
45	ELMSAN1	ENSG00000156030	Elmsan1	ENSMUSG00000042507
46	C8B	ENSG00000021852	C8b	ENSMUSG00000029656
47	SNX25	ENSG00000109762	Snx25	ENSMUSG00000038291
48	HNRNPUL1	ENSG00000105323	Hnrnpul1	ENSMUSG00000040725
49	MAJIN	ENSG00000168070	Majin	ENSMUSG00000024786
50	SERPINB4	ENSG00000206073	Serpinb3a	ENSMUSG00000044594
51	WDR1	ENSG00000071127	Wdr1	ENSMUSG00000005103
52	IGHV4-34	ENSG00000211956	Ighv3-4	ENSMUSG00000103939
53	IGHV4-34	ENSG00000211956	Ighv3-5	ENSMUSG00000076670
54	IGHV4-34	ENSG00000211956	Ighv3-6	ENSMUSG00000076672
55	ZNF275	ENSG00000063587	Zfp275	ENSMUSG00000031365
56	NUCKS1	ENSG00000069275	Nucks1	ENSMUSG00000026434
57	LCT	ENSG00000115850	Lct	ENSMUSG00000026354
58	CNPY1	ENSG00000146910	Cnpy1	ENSMUSG00000044681
59	IGHV4OR15-8	ENSG00000259261	Ighv3-4	ENSMUSG00000103939
60	IGHV4OR15-8	ENSG00000259261	Ighv3-5	ENSMUSG00000076670
61	IGHV4OR15-8	ENSG00000259261	Ighv3-6	ENSMUSG00000076672
62	MPHOSPH9	ENSG00000051825	Mphosph9	ENSMUSG00000038126
63	MCC	ENSG00000171444	Mcc	ENSMUSG00000071856
64	WDR64	ENSG00000162843	Wdr64	ENSMUSG00000026523
65	NUP43	ENSG00000120253	Nup43	ENSMUSG00000040034
66	IGHV4-61	ENSG00000211970	Ighv3-4	ENSMUSG00000103939
67	IGHV4-61	ENSG00000211970	Ighv3-5	ENSMUSG00000076670
68	IGHV4-61	ENSG00000211970	Ighv3-6	ENSMUSG00000076672
69	KMT2B	ENSG00000272333	Kmt2b	ENSMUSG00000006307
70	OPA3	ENSG00000125741	Opa3	ENSMUSG00000052214
71	GSTA1	ENSG00000243955	Gm10639	ENSMUSG00000074179
72	ASB6	ENSG00000148331	Asb6	ENSMUSG00000039483
73	PKN3	ENSG00000160447	Pkn3	ENSMUSG00000026785
74	PTPRC	ENSG00000081237	Ptprc	ENSMUSG00000026395
75	DNAJB5	ENSG00000137094	Dnajb5	ENSMUSG00000036052
76	OR10A4	ENSG00000170782	Olfr17	ENSMUSG00000073897
77	ABHD17A	ENSG00000129968	Abhd17a	ENSMUSG00000003346
78	MMP14	ENSG00000157227	Mmp14	ENSMUSG00000000957
79	OR5AP2	ENSG00000172464	Olfr1020	ENSMUSG00000046975
80	KRT9	ENSG00000171403	Krt9	ENSMUSG00000051617
81	RAB25	ENSG00000132698	Rab25	ENSMUSG00000008601
82	RNF223	ENSG00000237330	Rnf223	ENSMUSG00000110404
83	C16orf72	ENSG00000182831	1810013L24Rik	ENSMUSG00000022507
84	OR5AR1	ENSG00000172459	Olfr1019	ENSMUSG00000075208
85	TMEM50A	ENSG00000183726	Tmem50a	ENSMUSG00000028822
86	GSTA3	ENSG00000174156	Gm10639	ENSMUSG00000074179
87	KLHL20	ENSG00000076321	Klhl20	ENSMUSG00000026705
88	TBATA	ENSG00000166220	Tbata	ENSMUSG00000020096
89	DAPL1	ENSG00000163331	Dapl1	ENSMUSG00000026989
90	CCDC15	ENSG00000149548	Ccdc15	ENSMUSG00000034303
91	SNX29	ENSG00000048471	Snx29	ENSMUSG00000071669
92	SERPINB4	ENSG00000206073	Serpinb3d	ENSMUSG00000058017
93	RGS6	ENSG00000182732	Rgs6	ENSMUSG00000021219
94	TMEM17	ENSG00000186889	Tmem17	ENSMUSG00000049904
95	TMEM74	ENSG00000164841	Tmem74	ENSMUSG00000054409
96	OR5M1	ENSG00000255012	Olfr1022	ENSMUSG00000057761
97	NMT2	ENSG00000152465	Nmt2	ENSMUSG00000026643
98	TYW5	ENSG00000162971	Tyw5	ENSMUSG00000048495
99	OR2D2	ENSG00000166368	Olfr715b	ENSMUSG00000062987
100	TGFBR3	ENSG00000069702	Tgfbr3	ENSMUSG00000029287
101	OR10A2	ENSG00000170790	Olfr714	ENSMUSG00000049674
102	RAB35	ENSG00000111737	Rab35	ENSMUSG00000029518
103	GAL3ST1	ENSG00000128242	Gal3st1	ENSMUSG00000049721
104	NEU1	ENSG00000204386	Neu1	ENSMUSG00000007038
