HGNC_symbol	HGNC_ensembl_gene_id	MGI_symbol	MGI_ensembl_gene_id
1	PRAMEF14	ENSG00000204481		ENSMUSG00000094722
2	PRAMEF14	ENSG00000204481		ENSMUSG00000094741
3	PRAMEF14	ENSG00000204481		ENSMUSG00000095666
4	PRAMEF14	ENSG00000204481		ENSMUSG00000094836
5	PRAMEF14	ENSG00000204481		ENSMUSG00000094303
6	PRAMEF14	ENSG00000204481		ENSMUSG00000074720
7	PRAMEF14	ENSG00000204481		ENSMUSG00000096236
8	PRAMEF27	ENSG00000274764		ENSMUSG00000094722
9	PRAMEF27	ENSG00000274764		ENSMUSG00000094741
10	PRAMEF27	ENSG00000274764		ENSMUSG00000095666
11	PRAMEF27	ENSG00000274764		ENSMUSG00000094836
12	PRAMEF27	ENSG00000274764		ENSMUSG00000094303
13	PRAMEF27	ENSG00000274764		ENSMUSG00000074720
14	PRAMEF11	ENSG00000239810		ENSMUSG00000094722
15	PRAMEF11	ENSG00000239810		ENSMUSG00000094741
16	PRAMEF11	ENSG00000239810		ENSMUSG00000095666
17	PRAMEF11	ENSG00000239810		ENSMUSG00000094836
18	PRAMEF11	ENSG00000239810		ENSMUSG00000094303
19	PRAMEF11	ENSG00000239810		ENSMUSG00000074720
20	SP100	ENSG00000067066		ENSMUSG00000094915
21	PRAMEF20	ENSG00000204478		ENSMUSG00000094722
22	PRAMEF20	ENSG00000204478		ENSMUSG00000094741
23	PRAMEF20	ENSG00000204478		ENSMUSG00000095666
24	PRAMEF20	ENSG00000204478		ENSMUSG00000094836
25	PRAMEF20	ENSG00000204478		ENSMUSG00000094303
26	PRAMEF20	ENSG00000204478		ENSMUSG00000074720
27	PRAMEF20	ENSG00000204478		ENSMUSG00000096236
28	PRAMEF19	ENSG00000204480		ENSMUSG00000094722
29	PRAMEF19	ENSG00000204480		ENSMUSG00000094741
30	PRAMEF19	ENSG00000204480		ENSMUSG00000095666
31	PRAMEF19	ENSG00000204480		ENSMUSG00000094836
32	PRAMEF19	ENSG00000204480		ENSMUSG00000094303
33	PRAMEF19	ENSG00000204480		ENSMUSG00000074720
34	PRAMEF19	ENSG00000204480		ENSMUSG00000096236
35	PRAMEF6	ENSG00000232423		ENSMUSG00000094722
36	PRAMEF6	ENSG00000232423		ENSMUSG00000094741
37	PRAMEF6	ENSG00000232423		ENSMUSG00000095666
38	PRAMEF6	ENSG00000232423		ENSMUSG00000094836
39	PRAMEF6	ENSG00000232423		ENSMUSG00000094303
40	PRAMEF6	ENSG00000232423		ENSMUSG00000074720
41	PRAMEF6	ENSG00000232423		ENSMUSG00000096236
42	PRAMEF17	ENSG00000204479		ENSMUSG00000094722
43	PRAMEF17	ENSG00000204479		ENSMUSG00000094741
44	PRAMEF17	ENSG00000204479		ENSMUSG00000095666
45	PRAMEF17	ENSG00000204479		ENSMUSG00000094836
46	PRAMEF17	ENSG00000204479		ENSMUSG00000094303
47	PRAMEF17	ENSG00000204479		ENSMUSG00000074720
48	PRAMEF17	ENSG00000204479		ENSMUSG00000096236
49	PRAMEF10	ENSG00000187545		ENSMUSG00000094722
50	PRAMEF10	ENSG00000187545		ENSMUSG00000094741
51	PRAMEF10	ENSG00000187545		ENSMUSG00000095666
52	PRAMEF10	ENSG00000187545		ENSMUSG00000094836
53	PRAMEF10	ENSG00000187545		ENSMUSG00000094303
54	PRAMEF10	ENSG00000187545		ENSMUSG00000074720
55	PRAMEF10	ENSG00000187545		ENSMUSG00000096236
56	PRAMEF7	ENSG00000204510		ENSMUSG00000094722
57	PRAMEF7	ENSG00000204510		ENSMUSG00000094741
58	PRAMEF7	ENSG00000204510		ENSMUSG00000095666
59	PRAMEF7	ENSG00000204510		ENSMUSG00000094836
60	PRAMEF7	ENSG00000204510		ENSMUSG00000094303
61	PRAMEF7	ENSG00000204510		ENSMUSG00000074720
62	PRAMEF25	ENSG00000229571		ENSMUSG00000094722
63	PRAMEF25	ENSG00000229571		ENSMUSG00000094741
64	PRAMEF25	ENSG00000229571		ENSMUSG00000095666
65	PRAMEF25	ENSG00000229571		ENSMUSG00000094836
66	PRAMEF25	ENSG00000229571		ENSMUSG00000094303
67	PRAMEF25	ENSG00000229571		ENSMUSG00000074720
68	PRAMEF25	ENSG00000229571		ENSMUSG00000096236
69	PRAMEF9	ENSG00000204505		ENSMUSG00000094722
70	PRAMEF9	ENSG00000204505		ENSMUSG00000094741
71	PRAMEF9	ENSG00000204505		ENSMUSG00000095666
72	PRAMEF9	ENSG00000204505		ENSMUSG00000094836
73	PRAMEF9	ENSG00000204505		ENSMUSG00000094303
74	PRAMEF9	ENSG00000204505		ENSMUSG00000074720
75	PRAMEF9	ENSG00000204505		ENSMUSG00000096236
76	SP110	ENSG00000135899		ENSMUSG00000095250
77	SP110	ENSG00000135899		ENSMUSG00000079808
78	PRAMEF33	ENSG00000237700		ENSMUSG00000094722
79	PRAMEF33	ENSG00000237700		ENSMUSG00000094741
80	PRAMEF33	ENSG00000237700		ENSMUSG00000095666
81	PRAMEF33	ENSG00000237700		ENSMUSG00000094836
82	PRAMEF33	ENSG00000237700		ENSMUSG00000094303
83	PRAMEF33	ENSG00000237700		ENSMUSG00000074720
84	PRAMEF18	ENSG00000279804		ENSMUSG00000094722
85	PRAMEF18	ENSG00000279804		ENSMUSG00000094741
86	PRAMEF18	ENSG00000279804		ENSMUSG00000095666
87	PRAMEF18	ENSG00000279804		ENSMUSG00000094836
88	PRAMEF18	ENSG00000279804		ENSMUSG00000094303
89	PRAMEF18	ENSG00000279804		ENSMUSG00000074720
90	PRAMEF18	ENSG00000279804		ENSMUSG00000096236
91	PRAMEF8	ENSG00000182330		ENSMUSG00000094722
