HGNC_symbol	HGNC_ensembl_gene_id	MGI_symbol	MGI_ensembl_gene_id
1	SMYD5	ENSG00000135632	Smyd5	ENSMUSG00000033706
2	FKBP1B	ENSG00000119782	Fkbp1b	ENSMUSG00000020635
3		ENSG00000261915	Neurl4	ENSMUSG00000047284
4		ENSG00000285880	Adrb3	ENSMUSG00000031489
5	DCAF15	ENSG00000132017	Dcaf15	ENSMUSG00000037103
6	ARHGAP24	ENSG00000138639	Arhgap24	ENSMUSG00000057315
7	THEMIS	ENSG00000172673	Themis	ENSMUSG00000049109
8	TAPBPL	ENSG00000139192	Tapbpl	ENSMUSG00000038213
9	GJC2	ENSG00000198835	Gjc2	ENSMUSG00000043448
10	GFOD2	ENSG00000141098	Gfod2	ENSMUSG00000013150
11	CFAP73	ENSG00000186710	Cfap73	ENSMUSG00000094282
12	HDHD3	ENSG00000119431	Hdhd3	ENSMUSG00000038422
13	FBP2	ENSG00000130957	Fbp2	ENSMUSG00000021456
14	TRIM61	ENSG00000183439	Trim61	ENSMUSG00000109718
15	STC2	ENSG00000113739	Stc2	ENSMUSG00000020303
16	RELN	ENSG00000189056	Reln	ENSMUSG00000042453
17	MACC1	ENSG00000183742	Macc1	ENSMUSG00000041886
18	FXR2	ENSG00000129245	Fxr2	ENSMUSG00000018765
19	SLC25A4	ENSG00000151729	Slc25a4	ENSMUSG00000031633
20	ADRB3	ENSG00000188778	Adrb3	ENSMUSG00000031489
21	RNF182	ENSG00000180537	Rnf182	ENSMUSG00000044164
22	MBOAT1	ENSG00000172197	Mboat1	ENSMUSG00000038732
23	TTC13	ENSG00000143643	Ttc13	ENSMUSG00000037300
24	NEURL4	ENSG00000215041	Neurl4	ENSMUSG00000047284
25	IBA57	ENSG00000181873	Iba57	ENSMUSG00000049287
26	MBD2	ENSG00000134046	Mbd2	ENSMUSG00000024513
27	SYCP3	ENSG00000139351	Gm20897	ENSMUSG00000100892
28	SYCP3	ENSG00000139351	Gm21117	ENSMUSG00000096769
29	SYCP3	ENSG00000139351	Gm35134	ENSMUSG00000103371
30	CC2D2A	ENSG00000048342	Cc2d2a	ENSMUSG00000039765
31	OR2F1	ENSG00000213215	Olfr453	ENSMUSG00000095831
32	PUS1	ENSG00000177192	Pus1	ENSMUSG00000029507
33	ECHDC3	ENSG00000134463	Echdc3	ENSMUSG00000039063
34	NCS1	ENSG00000107130	Ncs1	ENSMUSG00000062661
35	IGLV4-60	ENSG00000211639	Iglv3	ENSMUSG00000076939
36	OR5B3	ENSG00000172769	Olfr1446	ENSMUSG00000057817
37	OR5B3	ENSG00000172769	Olfr1447	ENSMUSG00000060303
38	KCNJ14	ENSG00000182324	Kcnj14	ENSMUSG00000058743
39	SNRNP48	ENSG00000168566	Snrnp48	ENSMUSG00000021431
40	ZNHIT2	ENSG00000174276	Znhit2	ENSMUSG00000075227
41	FSD2	ENSG00000186628	Fsd2	ENSMUSG00000038663
42	RLBP1	ENSG00000140522	Rlbp1	ENSMUSG00000039194
43	OR2F2	ENSG00000221910	Olfr453	ENSMUSG00000095831
44	IGLV4-69	ENSG00000211637	Iglv3	ENSMUSG00000076939
45	REV3L	ENSG00000009413	Rev3l	ENSMUSG00000019841
46	NUDT14	ENSG00000183828	Nudt14	ENSMUSG00000002804
47	SMO	ENSG00000128602	Smo	ENSMUSG00000001761
48	TRIM60	ENSG00000176979	Trim60	ENSMUSG00000053490
49	ZNF23	ENSG00000167377	Zfp612	ENSMUSG00000044676
50	NLRP12	ENSG00000142405	Nlrp12	ENSMUSG00000078817
51	AK4	ENSG00000162433	Ak4	ENSMUSG00000028527
52	NUDCD2	ENSG00000170584	Nudcd2	ENSMUSG00000020328
53	CDK6	ENSG00000105810	Cdk6	ENSMUSG00000040274
54	ZNF398	ENSG00000197024	Zfp398	ENSMUSG00000062519
55	RBIS	ENSG00000176731	Rbis	ENSMUSG00000078784
56	OR51L1	ENSG00000176798	Olfr587-ps1	ENSMUSG00000080891
57	SLC4A2	ENSG00000164889	Slc4a2	ENSMUSG00000028962
58	BOD1L2	ENSG00000228075	Bod1	ENSMUSG00000044502
59	ENC1	ENSG00000171617	Enc1	ENSMUSG00000041773
60	MAGOHB	ENSG00000111196	Magohb	ENSMUSG00000030188
61	TSC1	ENSG00000165699	Tsc1	ENSMUSG00000026812
62	DOCK7	ENSG00000116641	Dock7	ENSMUSG00000028556
63		ENSG00000285526	Fxyd3	ENSMUSG00000057092
64	TOMM7	ENSG00000196683	Tomm7	ENSMUSG00000028998
65	MBTD1	ENSG00000011258	Mbtd1	ENSMUSG00000059474
66	OR5P2	ENSG00000183303	Olfr492	ENSMUSG00000109497
67	NCL	ENSG00000115053	Ncl	ENSMUSG00000026234
68	PARPBP	ENSG00000185480	Parpbp	ENSMUSG00000035365
69	CD27	ENSG00000139193	Cd27	ENSMUSG00000030336
70	MEP1B	ENSG00000141434	Mep1b	ENSMUSG00000024313
71	IL22RA2	ENSG00000164485	Il22ra2	ENSMUSG00000039760
72	DNAJA3	ENSG00000103423	Dnaja3	ENSMUSG00000004069
73	CS	ENSG00000062485	Csl	ENSMUSG00000046934
74	MYO15A	ENSG00000091536	Myo15	ENSMUSG00000042678
75	DDX54	ENSG00000123064	Ddx54	ENSMUSG00000029599
76	ZMYND11	ENSG00000015171	Zmynd11	ENSMUSG00000021156
77		ENSG00000258677	Ube2w	ENSMUSG00000025939
78	FXYD3	ENSG00000089356	Fxyd3	ENSMUSG00000057092
79	ETV1	ENSG00000006468	Etv1	ENSMUSG00000004151
80	TLE7	ENSG00000260734	Tle7	ENSMUSG00000095941
81	LHFPL2	ENSG00000145685	Lhfpl2	ENSMUSG00000045312
82	PMCH	ENSG00000183395	Pmch	ENSMUSG00000035383
83	DYRK1B	ENSG00000105204	Dyrk1b	ENSMUSG00000002409
84	OR2K2	ENSG00000171133	Olfr267	ENSMUSG00000043385
85	ABCA2	ENSG00000107331	Abca2	ENSMUSG00000026944
86	LDAH	ENSG00000118961	Ldah	ENSMUSG00000037669
87	TAL1	ENSG00000162367	Tal1	ENSMUSG00000028717
88	SLC22A16	ENSG00000004809	Slc22a16	ENSMUSG00000019834
89	UBE2W	ENSG00000104343	Ube2w	ENSMUSG00000025939
90	TUBD1	ENSG00000108423	Tubd1	ENSMUSG00000020513
91	IQSEC1	ENSG00000144711	Iqsec1	ENSMUSG00000034312
92	HP1BP3	ENSG00000127483	Hp1bp3	ENSMUSG00000028759
93	GMNN	ENSG00000112312	Gmnn	ENSMUSG00000006715
94	TXNDC9	ENSG00000115514	Txndc9	ENSMUSG00000058407
95	CCDC182	ENSG00000166329	Ccdc182	ENSMUSG00000034031
96	VAMP1	ENSG00000139190	Vamp1	ENSMUSG00000030337
97	TAC4	ENSG00000176358	Tac4	ENSMUSG00000020872
98	LGI4	ENSG00000153902	Lgi4	ENSMUSG00000036560
99	E2F5	ENSG00000133740	E2f5	ENSMUSG00000027552
100	CHST1	ENSG00000175264	Chst1	ENSMUSG00000027221
101	PODNL1	ENSG00000132000	Podnl1	ENSMUSG00000012889
102	PPP1R12C	ENSG00000125503	Ppp1r12c	ENSMUSG00000019254
103	USP6NL	ENSG00000148429	Usp6nl	ENSMUSG00000039046
104	OR5B12	ENSG00000172362	Olfr1448	ENSMUSG00000048456
105	HELT	ENSG00000187821	Helt	ENSMUSG00000047171
106	BOD1	ENSG00000145919	Bod1	ENSMUSG00000044502
107	SULT2A1	ENSG00000105398	Sult2a2	ENSMUSG00000070811
108	OST4	ENSG00000228474	Ost4	ENSMUSG00000038803
109	TRMT10C	ENSG00000174173	Trmt10c	ENSMUSG00000044763
110	OAZ1	ENSG00000104904	Oaz1	ENSMUSG00000035242
111	CYP3A7-CYP3A51P	ENSG00000282301	Cyp3a13	ENSMUSG00000029727
112	PRKCG	ENSG00000126583	Prkcg	ENSMUSG00000078816
113	SMARCAL1	ENSG00000138375	Smarcal1	ENSMUSG00000039354
114	GAREM1	ENSG00000141441	Garem1	ENSMUSG00000042680
115	ZUP1	ENSG00000153975	Zup1	ENSMUSG00000039531
116	PHOSPHO2	ENSG00000144362	Phospho2	ENSMUSG00000027088
117	LLPH	ENSG00000139233	Llph	ENSMUSG00000020224
118	LIM2	ENSG00000105370	Lim2	ENSMUSG00000118560
119	MAEA	ENSG00000090316	Maea	ENSMUSG00000079562
120	ZBED6	ENSG00000257315	Gm38394	ENSMUSG00000094410
121	FAM133B	ENSG00000234545	Fam133b	ENSMUSG00000058503
122	ARHGEF3	ENSG00000163947	Arhgef3	ENSMUSG00000021895
123	OR5B2	ENSG00000172365	Olfr1451	ENSMUSG00000046913
124	GSKIP	ENSG00000100744	Gskip	ENSMUSG00000044715
125	STAT5B	ENSG00000173757	Stat5b	ENSMUSG00000020919
126	WHAMM	ENSG00000156232	Whamm	ENSMUSG00000045795
127	OR8K3	ENSG00000280314	Olfr1054	ENSMUSG00000075190
128	HCN2	ENSG00000099822	Hcn2	ENSMUSG00000020331
129	NFIC	ENSG00000141905	Nfic	ENSMUSG00000055053
130	SCTR	ENSG00000080293	Sctr	ENSMUSG00000026387
131	CGA	ENSG00000135346	Cga	ENSMUSG00000028298
132	GRIN2D	ENSG00000105464	Grin2d	ENSMUSG00000002771
133	TUG1	ENSG00000253352	Tug1	ENSMUSG00000056579
134	CYP2E1	ENSG00000130649	Cyp2e1	ENSMUSG00000025479
135		ENSG00000282218	Gopc	ENSMUSG00000019861
136	RILPL2	ENSG00000150977	Rilpl2	ENSMUSG00000029401
137	TMEM37	ENSG00000171227	Tmem37	ENSMUSG00000050777
138	AGBL5	ENSG00000084693	Agbl5	ENSMUSG00000029165
139	KCND2	ENSG00000184408	Kcnd2	ENSMUSG00000060882
140	FBP1	ENSG00000165140	Fbp1	ENSMUSG00000069805
141	OBSL1	ENSG00000124006	Obsl1	ENSMUSG00000026211
142	ATP2A1	ENSG00000196296	Atp2a1	ENSMUSG00000030730
143	LRRC28	ENSG00000168904	Lrrc28	ENSMUSG00000030556
144		ENSG00000261459	E430018J23Rik	ENSMUSG00000078580
145		ENSG00000261459	Zfp764	ENSMUSG00000045757
146	MORC2	ENSG00000133422	Morc2a	ENSMUSG00000034543
147	GLUD1	ENSG00000148672	Glud1	ENSMUSG00000021794
148	INTS11	ENSG00000127054	Ints11	ENSMUSG00000029034
149	OR5B3	ENSG00000172769	Olfr1453	ENSMUSG00000094755
150	OR5B3	ENSG00000172769	Olfr1454	ENSMUSG00000094986
151		ENSG00000256349	Bbs1	ENSMUSG00000006464
152	ZNF212	ENSG00000170260	Zfp212	ENSMUSG00000052763
153	DBI	ENSG00000155368	Dbi	ENSMUSG00000026385
154	ACP2	ENSG00000134575	Acp2	ENSMUSG00000002103
155	MARK3	ENSG00000075413	Mark3	ENSMUSG00000007411
156	HSPA4	ENSG00000170606	Hspa4	ENSMUSG00000020361
157	FOCAD	ENSG00000188352	Focad	ENSMUSG00000038368
158	CCDC187	ENSG00000260220	Ccdc187	ENSMUSG00000048038
159	ZNF727	ENSG00000214652	Zfp457	ENSMUSG00000055341
160	SMIM3	ENSG00000256235	Smim3	ENSMUSG00000038059
161	LRRC4C	ENSG00000148948	Lrrc4c	ENSMUSG00000050587
162	NGEF	ENSG00000066248	Ngef	ENSMUSG00000026259
163	CPTP	ENSG00000224051	Cptp	ENSMUSG00000029073
164	CD83	ENSG00000112149	Cd83	ENSMUSG00000015396
165	SOX15	ENSG00000129194	Sox15	ENSMUSG00000041287
166	EIF4EBP1	ENSG00000187840	Eif4ebp1	ENSMUSG00000031490
167	FRMD8	ENSG00000126391	Frmd8	ENSMUSG00000024816
168	TTC21B	ENSG00000123607	Ttc21b	ENSMUSG00000034848
169	RPUSD1	ENSG00000007376	Rpusd1	ENSMUSG00000041199
170	ZNF688	ENSG00000229809	Zfp688	ENSMUSG00000045251
171	BICRA	ENSG00000063169	Bicra	ENSMUSG00000070808
172	PUSL1	ENSG00000169972	Pusl1	ENSMUSG00000051557
173	PHOX2B	ENSG00000109132	Phox2b	ENSMUSG00000012520
174	ZNF764	ENSG00000169951	E430018J23Rik	ENSMUSG00000078580
175	ZNF764	ENSG00000169951	Zfp764	ENSMUSG00000045757
176	ATG2B	ENSG00000066739	Atg2b	ENSMUSG00000041341
177	VASN	ENSG00000168140	Vasn	ENSMUSG00000039646
178	NEU2	ENSG00000115488	Neu2	ENSMUSG00000079434
179	PTPRJ	ENSG00000149177	Ptprj	ENSMUSG00000025314
180	DACT2	ENSG00000164488	Dact2	ENSMUSG00000048826
181	CLDN14	ENSG00000159261	Cldn14	ENSMUSG00000047109
182	CYP3A5	ENSG00000106258	Cyp3a13	ENSMUSG00000029727
183	SYCP3	ENSG00000139351	Gm21477	ENSMUSG00000094399
184	SYCP3	ENSG00000139351	Gm20850	ENSMUSG00000100902
185	TMEM159	ENSG00000011638	Tmem159	ENSMUSG00000030917
186	SIGLEC11	ENSG00000161640	Siglecg	ENSMUSG00000030468
187	ZNF747	ENSG00000169955	E430018J23Rik	ENSMUSG00000078580
188	ZNF747	ENSG00000169955	Zfp764	ENSMUSG00000045757
189	HACD4	ENSG00000188921	Hacd4	ENSMUSG00000028497
190	PPP1R14C	ENSG00000198729	Ppp1r14c	ENSMUSG00000040653
191	PHC3	ENSG00000173889	Phc3	ENSMUSG00000037652
192	OR9H1P	ENSG00000228336	Olfr466	ENSMUSG00000049806
193	RABEP2	ENSG00000177548	Rabep2	ENSMUSG00000030727
194	ABRACL	ENSG00000146386	Abracl	ENSMUSG00000078453
195	CERKL	ENSG00000188452	Cerkl	ENSMUSG00000075256
196	TUT4	ENSG00000134744	Tut4	ENSMUSG00000034610
197	ENO1	ENSG00000074800	Eno1b	ENSMUSG00000059040
198	GRWD1	ENSG00000105447	Grwd1	ENSMUSG00000053801
199	KDELR1	ENSG00000105438	Kdelr1	ENSMUSG00000002778
200	GAS2L1	ENSG00000185340	Gas2l1	ENSMUSG00000034201
201	AURKC	ENSG00000105146	Aurkc	ENSMUSG00000070837
202	VN1R1	ENSG00000178201	Vmn1r238	ENSMUSG00000091539
203	VN1R1	ENSG00000178201	Vmn1r261	ENSMUSG00000106893
204	GLUD2	ENSG00000182890	Glud1	ENSMUSG00000021794
205	SLC38A7	ENSG00000103042	Slc38a7	ENSMUSG00000036534
206	ZNF678	ENSG00000181450	Zfp457	ENSMUSG00000055341
207	EPHB3	ENSG00000182580	Ephb3	ENSMUSG00000005958
208	C3orf80	ENSG00000180044	1110032F04Rik	ENSMUSG00000046999
209	OR5P2	ENSG00000183303	Olfr493	ENSMUSG00000093980
210	OR5P2	ENSG00000183303	Olfr494	ENSMUSG00000109631
211	OR5P2	ENSG00000183303	Olfr495	ENSMUSG00000110253
212	SAP18	ENSG00000150459	Sap18b	ENSMUSG00000061104
213	NEUROD1	ENSG00000162992	Neurod1	ENSMUSG00000034701
214	FASTK	ENSG00000164896	Fastk	ENSMUSG00000028959
215	KRT17	ENSG00000128422	Krt17	ENSMUSG00000035557
216	SIGLEC10	ENSG00000142512	Siglecg	ENSMUSG00000030468
217	EPHB4	ENSG00000196411	Ephb4	ENSMUSG00000029710
218	ADAMTS12	ENSG00000151388	Adamts12	ENSMUSG00000047497
219	CORO7	ENSG00000262246	Coro7	ENSMUSG00000039637
220	GOPC	ENSG00000047932	Gopc	ENSMUSG00000019861
221	DLGAP3	ENSG00000116544	Dlgap3	ENSMUSG00000042388
222	ZNF736	ENSG00000234444	Zfp457	ENSMUSG00000055341
223	GABRR2	ENSG00000111886	Gabrr2	ENSMUSG00000023267
224	FOXO1	ENSG00000150907	Foxo1	ENSMUSG00000044167
225	RDH16	ENSG00000139547	Rdh19	ENSMUSG00000054052
226	MAP3K20	ENSG00000091436	Map3k20	ENSMUSG00000004085
227	BBS1	ENSG00000174483	Bbs1	ENSMUSG00000006464
228	NOXO1	ENSG00000196408	Noxo1	ENSMUSG00000019320
229	RAB3IL1	ENSG00000167994	Rab3il1	ENSMUSG00000024663
230	ADAM22	ENSG00000008277	Adam22	ENSMUSG00000040537
231	PPARGC1A	ENSG00000109819	Ppargc1a	ENSMUSG00000029167
232	MPDU1	ENSG00000129255	Mpdu1	ENSMUSG00000018761
233	AP1S3	ENSG00000152056	Ap1s3	ENSMUSG00000054702
234	TBL3	ENSG00000183751	Tbl3	ENSMUSG00000040688
235	CCDC173	ENSG00000154479	Ccdc173	ENSMUSG00000070883
236	MUC5AC	ENSG00000215182	Muc5ac	ENSMUSG00000037974
237	KCNQ5	ENSG00000185760	Kcnq5	ENSMUSG00000028033
238	CYP3A4	ENSG00000160868	Cyp3a13	ENSMUSG00000029727
239	CYP3A7	ENSG00000160870	Cyp3a13	ENSMUSG00000029727
240	ITGA4	ENSG00000115232	Itga4	ENSMUSG00000027009
241	MYADM	ENSG00000179820	Myadm	ENSMUSG00000068566
242	N6AMT1	ENSG00000156239	N6amt1	ENSMUSG00000044442
243	CYP3A43	ENSG00000021461	Cyp3a13	ENSMUSG00000029727
244	C19orf84	ENSG00000262874		ENSMUSG00000118553
245	C19orf84	ENSG00000262874	Lim2	ENSMUSG00000093639
246	RANBP10	ENSG00000141084	Ranbp10	ENSMUSG00000037415
247	MED22	ENSG00000148297	Med22	ENSMUSG00000015776
248	TNIP1	ENSG00000145901	Tnip1	ENSMUSG00000020400
