HGNC_symbol	HGNC_ensembl_gene_id	MGI_symbol	MGI_ensembl_gene_id
1	PRRT1B	ENSG00000283526	Gm13420	ENSMUSG00000079497
2	PPARA	ENSG00000186951	Ppara	ENSMUSG00000022383
3	SLTM	ENSG00000137776	Sltm	ENSMUSG00000032212
4	EGR4	ENSG00000135625	Egr4	ENSMUSG00000071341
5	SEPTIN14	ENSG00000154997	Sept14	ENSMUSG00000034219
6	P2RX4	ENSG00000135124	P2rx4	ENSMUSG00000029470
7	ACBD5	ENSG00000107897	Acbd5	ENSMUSG00000026781
8	TAS2R7	ENSG00000121377	Tas2r130	ENSMUSG00000054497
9	TCTEX1D4	ENSG00000188396	Tctex1d4	ENSMUSG00000047671
10	RBMY1B	ENSG00000242875	Gm10256	ENSMUSG00000095852
11	C1S	ENSG00000182326	C1s2	ENSMUSG00000079343
12	C1S	ENSG00000182326	C1s1	ENSMUSG00000038521
13	PLPP4	ENSG00000203805	Plpp4	ENSMUSG00000070366
14	SERPINB9	ENSG00000170542	Serpinb9e	ENSMUSG00000062342
15	RBMY1D	ENSG00000244395	Gm10256	ENSMUSG00000095852
16	ZNF345	ENSG00000251247	Zfp11	ENSMUSG00000051034
17	EMC2	ENSG00000104412	Emc2	ENSMUSG00000022337
18	BCL9	ENSG00000116128	Bcl9	ENSMUSG00000038256
19	UCP1	ENSG00000109424	Ucp1	ENSMUSG00000031710
20	RBMY1J	ENSG00000226941	Gm10256	ENSMUSG00000095852
21	SPIN2A	ENSG00000147059	Gm20828	ENSMUSG00000094838
22	RBMY1A1	ENSG00000234414	Gm10256	ENSMUSG00000095852
23	ALB	ENSG00000163631	Alb	ENSMUSG00000029368
24	KCNN1	ENSG00000105642	Kcnn1	ENSMUSG00000002908
25	RBMY1E	ENSG00000242389	Gm10256	ENSMUSG00000095852
26	NR2F1	ENSG00000175745	Nr2f1	ENSMUSG00000069171
27	LPAR4	ENSG00000147145	Lpar4	ENSMUSG00000049929
28	NPTX2	ENSG00000106236	Nptx2	ENSMUSG00000059991
29	DFFA	ENSG00000160049	Dffa	ENSMUSG00000028974
30	ZNRD2	ENSG00000173465	Gm50387	ENSMUSG00000118125
31	AOPEP	ENSG00000148120	Aopep	ENSMUSG00000021458
32	TMEM130	ENSG00000166448	Tmem130	ENSMUSG00000043388
33	ZNF397	ENSG00000186812	Zfp397	ENSMUSG00000024276
34	ZNF688	ENSG00000229809	Zfp688	ENSMUSG00000045251
35	RAB23	ENSG00000112210	Rab23	ENSMUSG00000004768
36	CD5L	ENSG00000073754	Cd5l	ENSMUSG00000015854
37	RBMY1F	ENSG00000169800	Gm10256	ENSMUSG00000095852
38	TAS2R10	ENSG00000121318	Tas2r107	ENSMUSG00000053389
39	GALNT12	ENSG00000119514	Galnt12	ENSMUSG00000039774
40	FILIP1	ENSG00000118407	Filip1	ENSMUSG00000034898
41	CDH9	ENSG00000113100	Cdh9	ENSMUSG00000025370
